 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             92            0.5        12.1865       0.121865
    0         0            152            0.5        25.4348       0.254348
    0         0            224            0.5        38.6187       0.386187
    0         0            302            0.5        51.9637       0.519637
    0         0            380            0.5        64.9999       0.649999
    0         0            458            0.5        77.9047       0.779047
    0         0            536            0.5        90.7289       0.907289
    0         0            614            0.5         103.49         1.0349
    0         0            692            0.5        116.196        1.16196
    0         0            776            0.5        129.827        1.29827
    0         0            854            0.5         142.44         1.4244
    0         0            938            0.5        155.983        1.55983
    0         0           1016            0.5        168.527        1.68527
    0         0           1094            0.5        181.044        1.81044
    0         0           1178            0.5        194.499        1.94499
    0         0           1262            0.5        207.931        2.07931
    0         0           1340            0.5        220.388        2.20388
    0         0           1424            0.5        233.788        2.33788
    0         0           1502            0.5        246.219        2.46219
    0         0           1586            0.5        259.596        2.59596
    0         0           1670            0.5        272.962        2.72962
    0         1             76            0.5        12.0924       0.120924
    0         1            154            0.5        27.7051       0.277051
    0         1            232            0.5          42.49         0.4249
    0         1            316            0.5        57.8565       0.578565
    0         1            400            0.5        72.8157       0.728157
    0         1            484            0.5         87.475        0.87475
    0         1            574            0.5        102.932        1.02932
    0         1            658            0.5         117.18         1.1718
    0         1            748            0.5        132.299        1.32299
    0         1            838            0.5          147.3          1.473
    0         1            928            0.5         162.21         1.6221
    0         1           1018            0.5        177.048        1.77048
    0         1           1114            0.5        192.814        1.92814
    0         1           1204            0.5        207.549        2.07549
    0         1           1294            0.5        222.249        2.22249
    0         1           1390            0.5        237.898        2.37898
    0         1           1480            0.5        252.548        2.52548
    0         1           1570            0.5        267.179        2.67179
    0         1           1666            0.5        282.769        2.82769
    0         1           1756            0.5        297.372        2.97372
    0         1           1852            0.5        312.935        3.12935
    0         1           1942            0.5        327.516        3.27516
    0         2             93            0.5        12.9085       0.129085
    0         2            165            0.5        26.9764       0.269764
    0         2            243            0.5        41.2812       0.412812
    0         2            321            0.5        55.1368       0.551368
    0         2            405            0.5        69.7085       0.697085
    0         2            483            0.5         82.993        0.82993
    0         2            567            0.5        97.0902       0.970902
    0         2            651            0.5        111.013        1.11013
    0         2            741            0.5        125.773        1.25773
    0         2            825            0.5        139.427        1.39427
    0         2            915            0.5        153.948        1.53948
    0         2            999            0.5        167.416        1.67416
    0         2           1089            0.5        181.769        1.81769
    0         2           1173            0.5          195.1          1.951
    0         2           1263            0.5        209.326        2.09326
    0         2           1353            0.5        223.498        2.23498
    0         2           1443            0.5        237.622        2.37622
    0         2           1533            0.5        251.703        2.51703
    0         2           1623            0.5        265.746        2.65746
    0         2           1713            0.5        279.751        2.79751
    0         2           1803            0.5        293.725        2.93725
    0         2           1893            0.5        307.665        3.07665
    0         3             45            0.5        14.0951       0.140951
    0         3            117            0.5        28.5199       0.285199
    0         3            189            0.5        41.9491       0.419491
    0         3            267            0.5        56.0678       0.560678
    0         3            351            0.5        70.9383       0.709383
    0         3            429            0.5        84.5198       0.845198
    0         3            513            0.5        98.9618       0.989618
    0         3            591            0.5        112.239        1.12239
    0         3            675            0.5        126.425        1.26425
    0         3            759            0.5        140.519        1.40519
    0         3            843            0.5        154.539        1.54539
    0         3            927            0.5          168.5          1.685
    0         3           1011            0.5        182.411        1.82411
    0         3           1095            0.5        196.284        1.96284
    0         3           1179            0.5        210.124        2.10124
    0         3           1269            0.5        224.922        2.24922
    0         3           1353            0.5         238.71         2.3871
    0         3           1437            0.5        252.478        2.52478
    0         3           1521            0.5         266.23         2.6623
    0         3           1611            0.5        280.948        2.80948
    0         3           1695            0.5        294.668        2.94668
    1         0            106            0.5         10.829        0.10829
    1         0            183            0.5        27.6489       0.276489
    1         0            281            0.5        44.8969       0.448969
    1         0            379            0.5        61.0244       0.610244
    1         0            484            0.5        77.9312       0.779312
    1         0            596            0.5        95.7577       0.957577
    1         0            701            0.5        112.331        1.12331
    1         0            813            0.5        129.887        1.29887
    1         0            918            0.5        146.247        1.46247
    1         0           1030            0.5        163.609        1.63609
    1         0           1142            0.5        180.892        1.80892
    1         0           1247            0.5        197.036        1.97036
    1         0           1359            0.5        214.201        2.14201
    1         0           1471            0.5        231.316        2.31316
    1         0           1583            0.5         248.39         2.4839
    1         0           1695            0.5        265.429        2.65429
    1         0           1807            0.5        282.436        2.82436
    1         0           1919            0.5        299.413        2.99413
    1         0           2031            0.5        316.366        3.16366
    1         0           2143            0.5        333.293        3.33293
    1         0           2255            0.5        350.196        3.50196
    1         1             93            0.5        12.7401       0.127401
    1         1            189            0.5        30.0275       0.300275
    1         1            285            0.5        46.6546       0.466546
    1         1            389            0.5        64.2081       0.642081
    1         1            493            0.5        81.4197       0.814197
    1         1            597            0.5        98.3739       0.983739
    1         1            701            0.5        115.128        1.15128
    1         1            813            0.5        132.995        1.32995
    1         1            917            0.5        149.451        1.49451
    1         1           1021            0.5        165.802        1.65802
    1         1           1133            0.5        183.312        1.83312
    1         1           1245            0.5        200.734        2.00734
    1         1           1349            0.5        216.843        2.16843
    1         1           1461            0.5        234.128        2.34128
    1         1           1573            0.5         251.35         2.5135
    1         1           1685            0.5         268.52         2.6852
    1         1           1797            0.5        285.635        2.85635
    1         1           1909            0.5        302.705        3.02705
    1         1           2021            0.5        319.727        3.19727
    1         1           2133            0.5        336.707        3.36707
    1         1           2245            0.5         353.64         3.5364
    1         2             84            0.5        14.7005       0.147005
    1         2            162            0.5        29.3035       0.293035
    1         2            246            0.5        44.4456       0.444456
    1         2            330            0.5        59.1929       0.591929
    1         2            420            0.5        74.6772       0.746772
    1         2            510            0.5        89.9147       0.899147
    1         2            600            0.5        104.963        1.04963
    1         2            690            0.5        119.862        1.19862
    1         2            780            0.5        134.641        1.34641
    1         2            870            0.5        149.325        1.49325
    1         2            966            0.5        164.902        1.64902
    1         2           1056            0.5        179.439        1.79439
    1         2           1152            0.5        194.885        1.94885
    1         2           1242            0.5        209.319        2.09319
    1         2           1338            0.5        224.672        2.24672
    1         2           1434            0.5        239.988        2.39988
    1         2           1524            0.5        254.316        2.54316
    1         2           1620            0.5        269.569        2.69569
    1         2           1716            0.5        284.795        2.84795
    1         2           1812            0.5        299.996        2.99996
    1         2           1902            0.5        314.224        3.14224
    1         3            104            0.5        12.3534       0.123534
    1         3            176            0.5        27.7006       0.277006
    1         3            254            0.5        42.5973       0.425973
    1         3            338            0.5        57.9136       0.579136
    1         3            422            0.5        72.7811       0.727811
    1         3            506            0.5        87.3449       0.873449
    1         3            596            0.5        102.708        1.02708
    1         3            686            0.5        117.889        1.17889
    1         3            776            0.5        132.936        1.32936
    1         3            866            0.5        147.883        1.47883
    1         3            956            0.5        162.754        1.62754
    1         3           1046            0.5        177.569        1.77569
    1         3           1136            0.5        192.342        1.92342
    1         3           1226            0.5        207.082        2.07082
    1         3           1322            0.5        222.779        2.22779
    1         3           1412            0.5        237.477        2.37477
    1         3           1502            0.5        252.162        2.52162
    1         3           1598            0.5        267.815        2.67815
    1         3           1688            0.5        282.485        2.82485
    1         3           1778            0.5        297.149        2.97149
    1         3           1874            0.5        312.785        3.12785
    2         0             74            0.5        10.4877       0.104877
    2         0            140            0.5        24.9368       0.249368
    2         0            212            0.5        38.0203       0.380203
    2         0            296            0.5        52.5861       0.525861
    2         0            380            0.5        66.9007       0.669007
    2         0            458            0.5         80.032        0.80032
    2         0            542            0.5        94.0107       0.940107
    2         0            632            0.5        108.811        1.08811
    2         0            716            0.5        122.475        1.22475
    2         0            806            0.5        136.973        1.36973
    2         0            890            0.5        150.387        1.50387
    2         0            980            0.5        164.651        1.64651
