 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    5         0      0.0250537    0.000250537         25.923        0.25923
    5         0      0.0712965    0.000712965        37.5115       0.375115
    5         0       0.125797     0.00125797        49.6926       0.496926
    5         0       0.184944     0.00184944        61.5299       0.615299
    5         0       0.248681     0.00248681        73.3187       0.733187
    5         0       0.318321     0.00318321         85.283        0.85283
    5         0       0.391744     0.00391744        97.5918       0.975918
    5         0       0.466275     0.00466275        109.542        1.09542
    5         0       0.540609     0.00540609         121.23         1.2123
    5         0       0.618892     0.00618892         133.47         1.3347
    5         0       0.698369     0.00698369        145.514        1.45514
    5         0       0.776939     0.00776939         157.39         1.5739
    5         0       0.861071     0.00861071        169.846        1.69846
    5         0       0.940663     0.00940663        181.433        1.81433
    5         0        1.02493      0.0102493        193.613        1.93613
    5         0        1.11133      0.0111133         205.67         2.0567
    5         0        1.19772      0.0119772        217.614        2.17614
    5         0        1.28701      0.0128701        229.456        2.29456
    5         0        1.38269      0.0138269        241.893        2.41893
    5         0        1.47405      0.0147405         253.55         2.5355
    5         0        1.57316      0.0157316         265.81         2.6581
