 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    5         0      0.0352464    0.000352464        4.58264      0.0458264
    5         0       0.130789     0.00130789        16.6176       0.166176
    5         0       0.219128     0.00219128        28.8857       0.288857
    5         0        0.30338      0.0030338        40.7469       0.407469
    5         0       0.386852     0.00386852        52.7974       0.527974
    5         0       0.471241     0.00471241        64.9983       0.649983
    5         0       0.550359     0.00550359         76.604        0.76604
    5         0        0.62885      0.0062885        88.3223       0.883223
    5         0       0.713334     0.00713334        100.894        1.00894
    5         0       0.791584     0.00791584        112.841        1.12841
    5         0       0.871031     0.00871031        124.898        1.24898
    5         0       0.945558     0.00945558        136.303        1.36303
    5         0        1.02493      0.0102493        148.579        1.48579
    5         0        1.10623      0.0110623        160.969        1.60969
    5         0         1.1822       0.011822        172.691        1.72691
    5         0        1.26091      0.0126091        184.515        1.84515
    5         0        1.33937      0.0133937        196.445        1.96445
    5         0        1.42053      0.0142053        208.483        2.08483
    5         0        1.50125      0.0150125        220.629        2.20629
    5         0        1.58401      0.0158401        232.884        2.32884
    5         0        1.66111      0.0166111        244.423        2.44423
