 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    5         0      0.0250537    0.000250537         7.7802       0.077802
    5         0      0.0712965    0.000712965        17.1653       0.171653
    5         0       0.130789     0.00130789        27.5575       0.275575
    5         0       0.194685     0.00194685        37.5491       0.375491
    5         0       0.263549     0.00263549        47.6345       0.476345
    5         0       0.333192     0.00333192        57.3633       0.573633
    5         0       0.406532     0.00406532        67.5463       0.675463
    5         0        0.48117      0.0048117        77.5446       0.775446
    5         0       0.560061     0.00560061        87.9555       0.879555
    5         0       0.633828     0.00633828         97.572        0.97572
    5         0       0.713334     0.00713334        107.679        1.07679
    5         0       0.791584     0.00791584        117.651        1.17651
    5         0       0.871031     0.00871031        127.498        1.27498
    5         0       0.955328     0.00955328        137.835        1.37835
    5         0        1.03505      0.0103505        147.457        1.47457
    5         0         1.1215       0.011215        157.577        1.57577
    5         0        1.20817      0.0120817        167.598        1.67598
    5         0        1.29737      0.0129737        177.531        1.77531
    5         0        1.39354      0.0139354        187.961        1.87961
    5         0        1.48487      0.0148487        197.735        1.97735
    5         0         1.5786       0.015786        207.444        2.07444
