 *tel  csi     Z    A     CsICh  errCsICh     CsIV         errCsIV             CsIE        errCsIE            ESi        errESi
    5    0    1    1       729       0.5       0.653684     0.00653684          97.7163       0.977163        1.94832      0.0194832
    5    0    1    1       734       0.5       0.658637     0.00658637          98.5293       0.985293        1.93673      0.0193673
    5    0    1    1       739       0.5       0.663589     0.00663589          99.3434       0.993434         1.9253       0.019253
    5    0    1    1       744       0.5       0.668542     0.00668542          100.158        1.00158        1.91403      0.0191403
    5    0    1    1       749       0.5       0.673498     0.00673498          100.974        1.00974        1.90291      0.0190291
    5    0    1    1       754       0.5       0.678458     0.00678458          101.791        1.01791        1.89194      0.0189194
    5    0    1    1       759       0.5       0.683424     0.00683424          102.609        1.02609        1.88113      0.0188113
    5    0    1    1       764       0.5       0.688398     0.00688398          103.428        1.03428        1.87045      0.0187045
    5    0    1    1       769       0.5       0.693381     0.00693381          104.248        1.04248        1.85992      0.0185992
    5    0    1    1       774       0.5       0.698369     0.00698369          105.069        1.05069        1.84953      0.0184953
    5    0    1    1       779       0.5       0.703359     0.00703359           105.89         1.0589        1.83927      0.0183927
    5    0    1    1       784       0.5       0.708349     0.00708349          106.713        1.06713        1.82915      0.0182915
    5    0    1    1       789       0.5       0.713334     0.00713334          107.537        1.07537        1.81916      0.0181916
    5    0    1    1       794       0.5       0.718312     0.00718312          108.362        1.08362         1.8093       0.018093
    5    0    1    1       799       0.5       0.723278     0.00723278          109.188        1.09188        1.79956      0.0179956
    5    0    1    1       804       0.5       0.728231     0.00728231          110.015        1.10015        1.78995      0.0178995
    5    0    1    1       809       0.5       0.733165     0.00733165          110.843        1.10843        1.78046      0.0178046
    5    0    1    1       814       0.5       0.738079     0.00738079          111.672        1.11672        1.77109      0.0177109
    5    0    1    1       819       0.5       0.742971     0.00742971          112.502        1.12502        1.76184      0.0176184
    5    0    1    1       824       0.5       0.747844     0.00747844          113.334        1.13334         1.7527       0.017527
    5    0    1    1       829       0.5       0.752703     0.00752703          114.166        1.14166        1.74368      0.0174368
    5    0    1    1       834       0.5       0.757553     0.00757553          114.999        1.14999        1.73476      0.0173476
    5    0    1    1       839       0.5       0.762397     0.00762397          115.833        1.15833        1.72595      0.0172595
    5    0    1    1       844       0.5        0.76724      0.0076724          116.668        1.16668        1.71726      0.0171726
    5    0    1    1       849       0.5       0.772086     0.00772086          117.504        1.17504        1.70866      0.0170866
    5    0    1    1       854       0.5       0.776939     0.00776939          118.341        1.18341        1.70017      0.0170017
    5    0    1    1       859       0.5       0.781804     0.00781804          119.179        1.19179        1.69178      0.0169178
    5    0    1    1       864       0.5       0.786684     0.00786684          120.018        1.20018        1.68348      0.0168348
    5    0    1    1       869       0.5       0.791584     0.00791584          120.858        1.20858        1.67529      0.0167529
    5    0    1    1       874       0.5       0.796501     0.00796501          121.699        1.21699        1.66719      0.0166719
    5    0    1    1       879       0.5       0.801432     0.00801432          122.541        1.22541        1.65918      0.0165918
    5    0    1    1       884       0.5       0.806377     0.00806377          123.384        1.23384        1.65127      0.0165127
    5    0    1    1       889       0.5       0.811332     0.00811332          124.228        1.24228        1.64345      0.0164345
    5    0    1    1       894       0.5       0.816296     0.00816296          125.074        1.25074        1.63572      0.0163572
    5    0    1    1       899       0.5       0.821266     0.00821266           125.92         1.2592        1.62807      0.0162807
    5    0    1    1       904       0.5       0.826241     0.00826241          126.768        1.26768        1.62051      0.0162051
    5    0    1    1       909       0.5       0.831218     0.00831218          127.616        1.27616        1.61304      0.0161304
    5    0    1    1       914       0.5       0.836194     0.00836194          128.466        1.28466        1.60565      0.0160565
    5    0    1    1       919       0.5        0.84117      0.0084117          129.316        1.29316        1.59834      0.0159834
    5    0    1    1       924       0.5       0.846145     0.00846145          130.168        1.30168        1.59111      0.0159111
    5    0    1    1       929       0.5       0.851119     0.00851119           131.02         1.3102        1.58396      0.0158396
    5    0    1    1       934       0.5       0.856095     0.00856095          131.874        1.31874        1.57689      0.0157689
    5    0    1    1       939       0.5       0.861071     0.00861071          132.728        1.32728        1.56989      0.0156989
    5    0    1    1       944       0.5        0.86605      0.0086605          133.584        1.33584        1.56298      0.0156298
    5    0    1    1       949       0.5       0.871031     0.00871031           134.44         1.3444        1.55613      0.0155613
    5    0    1    1       954       0.5       0.876016     0.00876016          135.298        1.35298        1.54936      0.0154936
    5    0    1    1       959       0.5       0.881004     0.00881004          136.157        1.36157        1.54266      0.0154266
    5    0    1    1       964       0.5       0.885998     0.00885998          137.017        1.37017        1.53603      0.0153603
    5    0    1    1       969       0.5       0.890996     0.00890996          137.878        1.37878        1.52947      0.0152947
    5    0    1    1       974       0.5       0.895995     0.00895995           138.74         1.3874        1.52298      0.0152298
    5    0    1    1       979       0.5       0.900994     0.00900994          139.603        1.39603        1.51655      0.0151655
    5    0    1    1       984       0.5       0.905989     0.00905989          140.468        1.40468         1.5102       0.015102
    5    0    1    1       989       0.5       0.910979     0.00910979          141.333        1.41333         1.5039       0.015039
    5    0    1    1       994       0.5        0.91596      0.0091596            142.2          1.422        1.49768      0.0149768
    5    0    1    1       999       0.5       0.920931     0.00920931          143.067        1.43067        1.49151      0.0149151
    5    0    1    1      1004       0.5       0.925889     0.00925889          143.936        1.43936        1.48541      0.0148541
    5    0    1    1      1009       0.5       0.930831     0.00930831          144.805        1.44805        1.47937      0.0147937
    5    0    1    1      1014       0.5       0.935755     0.00935755          145.676        1.45676        1.47339      0.0147339
    5    0    1    1      1019       0.5       0.940663     0.00940663          146.548        1.46548        1.46747      0.0146747
    5    0    1    1      1024       0.5       0.945558     0.00945558          147.421        1.47421         1.4616       0.014616
    5    0    1    1      1029       0.5       0.950445     0.00950445          148.295        1.48295         1.4558       0.014558
    5    0    1    1      1034       0.5       0.955328     0.00955328           149.17         1.4917        1.45005      0.0145005
    5    0    1    1      1039       0.5        0.96021      0.0096021          150.046        1.50046        1.44436      0.0144436
    5    0    1    1      1044       0.5       0.965097     0.00965097          150.924        1.50924        1.43872      0.0143872
    5    0    1    1      1049       0.5       0.969993     0.00969993          151.802        1.51802        1.43314      0.0143314
    5    0    1    1      1054       0.5       0.974901     0.00974901          152.682        1.52682        1.42762      0.0142762
    5    0    1    1      1059       0.5       0.979826     0.00979826          153.563        1.53563        1.42214      0.0142214
    5    0    1    1      1064       0.5       0.984773     0.00984773          154.445        1.54445        1.41672      0.0141672
    5    0    1    1      1069       0.5        0.98974      0.0098974          155.328        1.55328        1.41135      0.0141135
    5    0    1    1      1074       0.5       0.994728     0.00994728          156.211        1.56211        1.40603      0.0140603
    5    0    1    1      1079       0.5       0.999732     0.00999732          157.096        1.57096        1.40076      0.0140076
    5    0    1    1      1084       0.5        1.00475      0.0100475          157.982        1.57982        1.39553      0.0139553
    5    0    1    1      1089       0.5        1.00978      0.0100978          158.869        1.58869        1.39036      0.0139036
    5    0    1    1      1094       0.5        1.01482      0.0101482          159.758        1.59758        1.38524      0.0138524
    5    0    1    1      1099       0.5        1.01987      0.0101987          160.647        1.60647        1.38016      0.0138016
    5    0    1    1      1104       0.5        1.02493      0.0102493          161.538        1.61538        1.37513      0.0137513
    5    0    1    1      1109       0.5        1.02999      0.0102999          162.429        1.62429        1.37014      0.0137014
    5    0    1    1      1114       0.5        1.03505      0.0103505          163.322        1.63322         1.3652       0.013652
    5    0    1    1      1119       0.5        1.04011      0.0104011          164.217        1.64217        1.36031      0.0136031
    5    0    1    1      1124       0.5        1.04517      0.0104517          165.112        1.65112        1.35546      0.0135546
    5    0    1    1      1129       0.5        1.05024      0.0105024          166.008        1.66008        1.35065      0.0135065
    5    0    1    1      1134       0.5         1.0553       0.010553          166.906        1.66906        1.34588      0.0134588
    5    0    1    1      1139       0.5        1.06038      0.0106038          167.805        1.67805        1.34116      0.0134116
    5    0    1    1      1144       0.5        1.06545      0.0106545          168.704        1.68704        1.33648      0.0133648
    5    0    1    1      1149       0.5        1.07053      0.0107053          169.605        1.69605        1.33184      0.0133184
    5    0    1    1      1154       0.5        1.07562      0.0107562          170.508        1.70508        1.32724      0.0132724
    5    0    1    1      1159       0.5        1.08071      0.0108071          171.411        1.71411        1.32268      0.0132268
    5    0    1    1      1164       0.5        1.08581      0.0108581          172.315        1.72315        1.31816      0.0131816
    5    0    1    1      1169       0.5        1.09092      0.0109092          173.221        1.73221        1.31368      0.0131368
    5    0    1    1      1174       0.5        1.09602      0.0109602          174.128        1.74128        1.30924      0.0130924
    5    0    1    1      1179       0.5        1.10113      0.0110113          175.036        1.75036        1.30484      0.0130484
    5    0    1    1      1184       0.5        1.10623      0.0110623          175.945        1.75945        1.30047      0.0130047
    5    0    1    1      1189       0.5        1.11133      0.0111133          176.855        1.76855        1.29614      0.0129614
    5    0    1    1      1194       0.5        1.11642      0.0111642          177.767        1.77767        1.29185      0.0129185
    5    0    1    1      1199       0.5         1.1215       0.011215           178.68         1.7868         1.2876       0.012876
    5    0    1    1      1204       0.5        1.12657      0.0112657          179.594        1.79594        1.28338      0.0128338
    5    0    1    1      1209       0.5        1.13163      0.0113163          180.509        1.80509        1.27919      0.0127919
    5    0    1    1      1214       0.5        1.13667      0.0113667          181.425        1.81425        1.27504      0.0127504
    5    0    1    1      1219       0.5        1.14171      0.0114171          182.342        1.82342        1.27092      0.0127092
    5    0    1    1      1224       0.5        1.14674      0.0114674          183.261        1.83261        1.26684      0.0126684
    5    0    1    1      1229       0.5        1.15177      0.0115177          184.181        1.84181        1.26279      0.0126279
    5    0    1    1      1234       0.5         1.1568       0.011568          185.102        1.85102        1.25878      0.0125878
    5    0    1    1      1239       0.5        1.16185      0.0116185          186.024        1.86024         1.2548       0.012548
    5    0    1    1      1244       0.5        1.16691      0.0116691          186.948        1.86948        1.25084      0.0125084
    5    0    1    1      1249       0.5        1.17198      0.0117198          187.872        1.87872        1.24693      0.0124693
    5    0    1    1      1254       0.5        1.17708      0.0117708          188.798        1.88798        1.24304      0.0124304
    5    0    1    1      1259       0.5         1.1822       0.011822          189.726        1.89726        1.23918      0.0123918
    5    0    1    1      1264       0.5        1.18735      0.0118735          190.654        1.90654        1.23536      0.0123536
    5    0    1    1      1269       0.5        1.19253      0.0119253          191.584        1.91584        1.23156      0.0123156
    5    0    1    1      1274       0.5        1.19772      0.0119772          192.515        1.92515         1.2278       0.012278
    5    0    1    1      1279       0.5        1.20293      0.0120293          193.447        1.93447        1.22406      0.0122406
    5    0    1    1      1284       0.5        1.20817      0.0120817           194.38         1.9438        1.22036      0.0122036
    5    0    1    1      1289       0.5        1.21341      0.0121341          195.315        1.95315        1.21668      0.0121668
    5    0    1    1      1294       0.5        1.21867      0.0121867           196.25         1.9625        1.21303      0.0121303
    5    0    1    1      1299       0.5        1.22394      0.0122394          197.188        1.97188        1.20941      0.0120941
    5    0    1    1      1304       0.5        1.22922      0.0122922          198.126        1.98126        1.20582      0.0120582
    5    0    1    1      1309       0.5         1.2345       0.012345          199.065        1.99065        1.20226      0.0120226
    5    0    1    1      1314       0.5        1.23979      0.0123979          200.006        2.00006        1.19872      0.0119872
    5    0    1    1      1319       0.5        1.24508      0.0124508          200.948        2.00948        1.19521      0.0119521
    5    0    1    1      1324       0.5        1.25036      0.0125036          201.892        2.01892        1.19173      0.0119173
    5    0    1    1      1329       0.5        1.25564      0.0125564          202.836        2.02836        1.18827      0.0118827
    5    0    1    1      1334       0.5        1.26091      0.0126091          203.782        2.03782        1.18484      0.0118484
    5    0    1    1      1339       0.5        1.26616      0.0126616          204.729        2.04729        1.18144      0.0118144
    5    0    1    1      1344       0.5         1.2714       0.012714          205.678        2.05678        1.17806      0.0117806
    5    0    1    1      1349       0.5        1.27663      0.0127663          206.627        2.06627         1.1747       0.011747
    5    0    1    1      1354       0.5        1.28183      0.0128183          207.578        2.07578        1.17137      0.0117137
    5    0    1    1      1359       0.5        1.28701      0.0128701          208.531        2.08531        1.16807      0.0116807
    5    0    1    1      1364       0.5        1.29219      0.0129219          209.484        2.09484        1.16479      0.0116479
    5    0    1    1      1369       0.5        1.29737      0.0129737          210.439        2.10439        1.16153      0.0116153
    5    0    1    1      1374       0.5        1.30255      0.0130255          211.395        2.11395         1.1583       0.011583
    5    0    1    1      1379       0.5        1.30774      0.0130774          212.353        2.12353        1.15509      0.0115509
    5    0    1    1      1384       0.5        1.31294      0.0131294          213.312        2.13312        1.15191      0.0115191
    5    0    1    1      1389       0.5        1.31816      0.0131816          214.272        2.14272        1.14874      0.0114874
    5    0    1    1      1394       0.5        1.32342      0.0132342          215.233        2.15233         1.1456       0.011456
    5    0    1    1      1399       0.5         1.3287       0.013287          216.196        2.16196        1.14249      0.0114249
    5    0    1    1      1404       0.5        1.33402      0.0133402           217.16         2.1716        1.13939      0.0113939
    5    0    1    1      1409       0.5        1.33937      0.0133937          218.125        2.18125        1.13632      0.0113632
    5    0    1    1      1414       0.5        1.34474      0.0134474          219.092        2.19092        1.13327      0.0113327
    5    0    1    1      1419       0.5        1.35013      0.0135013           220.06         2.2006        1.13024      0.0113024
    5    0    1    1      1424       0.5        1.35554      0.0135554           221.03         2.2103        1.12723      0.0112723
    5    0    1    1      1429       0.5        1.36096      0.0136096          222.001        2.22001        1.12425      0.0112425
    5    0    1    1      1434       0.5        1.36639      0.0136639          222.973        2.22973        1.12128      0.0112128
    5    0    1    1      1439       0.5        1.37183      0.0137183          223.946        2.23946        1.11834      0.0111834
    5    0    1    1      1444       0.5        1.37726      0.0137726          224.921        2.24921        1.11541      0.0111541
    5    0    1    1      1449       0.5        1.38269      0.0138269          225.897        2.25897        1.11251      0.0111251
    5    0    1    2        84       0.5      0.0149278    0.000149278          2.17151      0.0217151        18.0712       0.180712
    5    0    1    2        89       0.5      0.0199709    0.000199709          2.78242      0.0278242        17.6081       0.176081
    5    0    1    2        94       0.5      0.0250537    0.000250537          3.38579      0.0338579        17.1688       0.171688
    5    0    1    2        99       0.5      0.0301564    0.000301564          3.98492      0.0398492        16.7497       0.167497
    5    0    1    2       104       0.5      0.0352464    0.000352464          4.58264      0.0458264        16.3479       0.163479
    5    0    1    2       109       0.5      0.0402838    0.000402838          5.18095      0.0518095        15.9615       0.159615
    5    0    1    2       114       0.5      0.0453225    0.000453225          5.78121      0.0578121         15.589        0.15589
    5    0    1    2       119       0.5      0.0504392    0.000504392          6.38438      0.0638438        15.2293       0.152293
    5    0    1    2       124       0.5      0.0554669    0.000554669           6.9911       0.069911        14.8816       0.148816
    5    0    1    2       129       0.5      0.0603461    0.000603461          7.60181      0.0760181        14.5452       0.145452
    5    0    1    2       134       0.5      0.0656076    0.000656076          8.21682      0.0821682        14.2196       0.142196
    5    0    1    2       139       0.5      0.0712965    0.000712965          8.83634      0.0883634        13.9045       0.139045
    5    0    1    2       144       0.5      0.0765171    0.000765171           9.4605       0.094605        13.5993       0.135993
    5    0    1    2       149       0.5      0.0812893    0.000812893          10.0894       0.100894        13.3038       0.133038
    5    0    1    2       154       0.5      0.0861639    0.000861639           10.723        0.10723        13.0177       0.130177
    5    0    1    2       159       0.5      0.0911461    0.000911461          11.3614       0.113614        12.7407       0.127407
    5    0    1    2       164       0.5      0.0960769    0.000960769          12.0044       0.120044        12.4726       0.124726
    5    0    1    2       169       0.5       0.100982     0.00100982          12.6518       0.126518         12.213        0.12213
    5    0    1    2       174       0.5       0.105909     0.00105909          13.3034       0.133034        11.9617       0.119617
    5    0    1    2       179       0.5       0.110859     0.00110859           13.959        0.13959        11.7185       0.117185
    5    0    1    2       184       0.5       0.115827     0.00115827          14.6184       0.146184        11.4831       0.114831
    5    0    1    2       189       0.5       0.120808     0.00120808          15.2814       0.152814        11.2553       0.112553
    5    0    1    2       194       0.5       0.125797     0.00125797          15.9479       0.159479        11.0348       0.110348
