 *tel  csi     Z    A     CsICh  errCsICh     CsIV         errCsIV             CsIE        errCsIE            ESi        errESi
    5    0    1    3      1284       0.5        1.20817      0.0120817          202.441        2.02441        2.94223      0.0294223
    5    0    1    3      1290       0.5        1.21446      0.0121446          203.512        2.03512         2.9305       0.029305
    5    0    1    3      1296       0.5        1.22078      0.0122078          204.583        2.04583        2.91887      0.0291887
    5    0    1    3      1302       0.5        1.22711      0.0122711          205.655        2.05655        2.90734      0.0290734
    5    0    1    3      1308       0.5        1.23345      0.0123345          206.728        2.06728        2.89592      0.0289592
    5    0    1    3      1314       0.5        1.23979      0.0123979          207.802        2.07802        2.88459      0.0288459
    5    0    1    3      1320       0.5        1.24613      0.0124613          208.876        2.08876        2.87337      0.0287337
    5    0    1    3      1326       0.5        1.25247      0.0125247          209.951        2.09951        2.86224      0.0286224
    5    0    1    3      1332       0.5         1.2588       0.012588          211.026        2.11026        2.85121      0.0285121
    5    0    1    3      1338       0.5        1.26511      0.0126511          212.103        2.12103        2.84028      0.0284028
    5    0    1    3      1344       0.5         1.2714       0.012714          213.179        2.13179        2.82944      0.0282944
    5    0    1    3      1350       0.5        1.27767      0.0127767          214.257        2.14257         2.8187       0.028187
    5    0    1    3      1356       0.5         1.2839       0.012839          215.336        2.15336        2.80804      0.0280804
    5    0    1    3      1362       0.5        1.29012      0.0129012          216.415        2.16415        2.79748      0.0279748
    5    0    1    3      1368       0.5        1.29633      0.0129633          217.495        2.17495          2.787        0.02787
    5    0    1    3      1374       0.5        1.30255      0.0130255          218.575        2.18575        2.77662      0.0277662
    5    0    1    3      1380       0.5        1.30877      0.0130877          219.657        2.19657        2.76632      0.0276632
    5    0    1    3      1386       0.5        1.31503      0.0131503          220.739        2.20739        2.75611      0.0275611
    5    0    1    3      1392       0.5        1.32131      0.0132131          221.821        2.21821        2.74598      0.0274598
    5    0    1    3      1398       0.5        1.32764      0.0132764          222.905        2.22905        2.73594      0.0273594
    5    0    1    3      1404       0.5        1.33402      0.0133402          223.989        2.23989        2.72598      0.0272598
    5    0    1    3      1410       0.5        1.34044      0.0134044          225.074        2.25074         2.7161       0.027161
    5    0    1    3      1416       0.5         1.3469       0.013469           226.16         2.2616         2.7063       0.027063
    5    0    1    3      1422       0.5        1.35338      0.0135338          227.246        2.27246        2.69658      0.0269658
    5    0    1    3      1428       0.5        1.35988      0.0135988          228.333        2.28333        2.68695      0.0268695
    5    0    1    3      1434       0.5        1.36639      0.0136639          229.421        2.29421        2.67739      0.0267739
    5    0    1    3      1440       0.5        1.37291      0.0137291          230.509        2.30509         2.6679       0.026679
    5    0    1    3      1446       0.5        1.37943      0.0137943          231.598        2.31598        2.65849      0.0265849
    5    0    1    3      1452       0.5        1.38595      0.0138595          232.688        2.32688        2.64916      0.0264916
    5    0    1    3      1458       0.5        1.39246      0.0139246          233.779        2.33779         2.6399       0.026399
    5    0    1    3      1464       0.5        1.39896      0.0139896           234.87         2.3487        2.63072      0.0263072
    5    0    1    3      1470       0.5        1.40545      0.0140545          235.962        2.35962        2.62161      0.0262161
    5    0    1    3      1476       0.5        1.41192      0.0141192          237.055        2.37055        2.61257      0.0261257
    5    0    1    3      1482       0.5        1.41838      0.0141838          238.149        2.38149         2.6036       0.026036
    5    0    1    3      1488       0.5        1.42482      0.0142482          239.243        2.39243         2.5947       0.025947
    5    0    1    3      1494       0.5        1.43124      0.0143124          240.338        2.40338        2.58586      0.0258586
    5    0    1    3      1500       0.5        1.43765      0.0143765          241.434        2.41434         2.5771       0.025771
    5    0    1    3      1506       0.5        1.44406      0.0144406          242.531        2.42531        2.56841      0.0256841
    5    0    1    3      1512       0.5        1.45046      0.0145046          243.628        2.43628        2.55978      0.0255978
    5    0    1    3      1518       0.5        1.45687      0.0145687          244.726        2.44726        2.55122      0.0255122
    5    0    1    3      1524       0.5         1.4633       0.014633          245.825        2.45825        2.54272      0.0254272
    5    0    1    3      1530       0.5        1.46974      0.0146974          246.925        2.46925        2.53428      0.0253428
    5    0    1    3      1536       0.5        1.47621      0.0147621          248.025        2.48025        2.52592      0.0252592
    5    0    1    3      1542       0.5         1.4827       0.014827          249.126        2.49126        2.51761      0.0251761
    5    0    1    3      1548       0.5        1.48923      0.0148923          250.228        2.50228        2.50936      0.0250936
    5    0    1    3      1554       0.5        1.49577      0.0149577           251.33         2.5133        2.50118      0.0250118
    5    0    1    3      1560       0.5        1.50235      0.0150235          252.434        2.52434        2.49306      0.0249306
    5    0    1    3      1566       0.5        1.50895      0.0150895          253.538        2.53538          2.485        0.02485
    5    0    1    3      1572       0.5        1.51557      0.0151557          254.643        2.54643          2.477        0.02477
    5    0    1    3      1578       0.5        1.52222      0.0152222          255.748        2.55748        2.46905      0.0246905
    5    0    1    3      1584       0.5        1.52889      0.0152889          256.854        2.56854        2.46117      0.0246117
    5    0    1    3      1590       0.5        1.53557      0.0153557          257.961        2.57961        2.45334      0.0245334
    5    0    1    3      1596       0.5        1.54225      0.0154225          259.069        2.59069        2.44557      0.0244557
    5    0    1    3      1602       0.5        1.54892      0.0154892          260.177        2.60177        2.43785      0.0243785
    5    0    1    3      1608       0.5        1.55558      0.0155558          261.287        2.61287        2.43019      0.0243019
    5    0    1    3      1614       0.5        1.56221      0.0156221          262.397        2.62397        2.42259      0.0242259
    5    0    1    3      1620       0.5         1.5688       0.015688          263.507        2.63507        2.41504      0.0241504
    5    0    1    3      1626       0.5        1.57534      0.0157534          264.619        2.64619        2.40755      0.0240755
    5    0    1    3      1632       0.5        1.58185      0.0158185          265.731        2.65731         2.4001       0.024001
    5    0    1    3      1638       0.5        1.58833      0.0158833          266.844        2.66844        2.39271      0.0239271
    5    0    1    3      1644       0.5         1.5948       0.015948          267.957        2.67957        2.38538      0.0238538
    5    0    1    3      1650       0.5        1.60128      0.0160128          269.072        2.69072        2.37809      0.0237809
    5    0    1    3      1656       0.5        1.60777      0.0160777          270.187        2.70187        2.37085      0.0237085
    5    0    1    3      1662       0.5         1.6143       0.016143          271.303        2.71303        2.36367      0.0236367
    5    0    1    3      1668       0.5        1.62087      0.0162087           272.42         2.7242        2.35653      0.0235653
    5    0    1    3      1674       0.5        1.62749      0.0162749          273.537        2.73537        2.34945      0.0234945
    5    0    1    3      1680       0.5        1.63415      0.0163415          274.655        2.74655        2.34241      0.0234241
    5    0    1    3      1686       0.5        1.64086      0.0164086          275.774        2.75774        2.33542      0.0233542
    5    0    1    3      1692       0.5        1.64759      0.0164759          276.894        2.76894        2.32848      0.0232848
    5    0    1    3      1698       0.5        1.65434      0.0165434          278.014        2.78014        2.32159      0.0232159
    5    0    1    3      1704       0.5        1.66111      0.0166111          279.136        2.79136        2.31475      0.0231475
    5    0    1    3      1710       0.5        1.66789      0.0166789          280.258        2.80258        2.30795      0.0230795
    5    0    1    3      1716       0.5        1.67466      0.0167466          281.381        2.81381        2.30119      0.0230119
    5    0    1    3      1722       0.5        1.68143      0.0168143          282.504        2.82504        2.29449      0.0229449
    5    0    1    3      1728       0.5        1.68818      0.0168818          283.629        2.83629        2.28782      0.0228782
    5    0    1    3      1734       0.5        1.69492      0.0169492          284.754        2.84754         2.2812       0.022812
    5    0    1    3      1740       0.5        1.70164      0.0170164           285.88         2.8588        2.27463      0.0227463
    5    0    1    3      1746       0.5        1.70834      0.0170834          287.007        2.87007         2.2681       0.022681
    5    0    1    3      1752       0.5        1.71501      0.0171501          288.134        2.88134        2.26161      0.0226161
    5    0    1    3      1758       0.5        1.72164      0.0172164          289.262        2.89262        2.25517      0.0225517
    5    0    2    3        84       0.5      0.0149278    0.000149278          7.38742      0.0738742        50.4494       0.504494
    5    0    2    3        91       0.5      0.0220004    0.000220004          8.61173      0.0861173        49.5197       0.495197
    5    0    2    3        98       0.5      0.0291354    0.000291354          9.79032      0.0979032        48.6476       0.486476
    5    0    2    3       105       0.5      0.0362587    0.000362587          10.9317       0.109317        47.8247       0.478247
    5    0    2    3       112       0.5      0.0432994    0.000432994          12.0443       0.120443        47.0445       0.470445
    5    0    2    3       119       0.5      0.0504392    0.000504392          13.1282       0.131282        46.3015       0.463015
    5    0    2    3       126       0.5      0.0574135    0.000574135          14.1922       0.141922        45.5912       0.455912
    5    0    2    3       133       0.5      0.0644985    0.000644985          15.2382       0.152382        44.9098       0.449098
    5    0    2    3       140       0.5      0.0724017    0.000724017          16.2691       0.162691        44.2542       0.442542
    5    0    2    3       147       0.5      0.0793938    0.000793938          17.2873       0.172873        43.6218       0.436218
    5    0    2    3       154       0.5      0.0861639    0.000861639          18.2951       0.182951        43.0104       0.430104
    5    0    2    3       161       0.5      0.0931258    0.000931258          19.2941       0.192941         42.418        0.42418
    5    0    2    3       168       0.5            0.1          0.001           20.286        0.20286        41.8432       0.418432
    5    0    2    3       175       0.5       0.106898     0.00106898          21.2719       0.212719        41.2845       0.412845
    5    0    2    3       182       0.5       0.113838     0.00113838          22.2531       0.222531        40.7407       0.407407
    5    0    2    3       189       0.5       0.120808     0.00120808          23.2303       0.232303         40.211        0.40211
    5    0    2    3       196       0.5       0.127794     0.00127794          24.2043       0.242043        39.6944       0.396944
    5    0    2    3       203       0.5       0.134781     0.00134781           25.176        0.25176        39.1902       0.391902
    5    0    2    3       210       0.5       0.141755     0.00141755          26.1455       0.261455        38.6976       0.386976
    5    0    2    3       217       0.5       0.148703     0.00148703          27.1136       0.271136        38.2163       0.382163
    5    0    2    3       224       0.5       0.155614     0.00155614          28.0811       0.280811        37.7456       0.377456
    5    0    2    3       231       0.5       0.162492     0.00162492          29.0467       0.290467        37.2851       0.372851
    5    0    2    3       238       0.5       0.169343     0.00169343          30.0083       0.300083        36.8344       0.368344
    5    0    2    3       245       0.5       0.176175     0.00176175          30.9671       0.309671        36.3931       0.363931
    5    0    2    3       252       0.5       0.182996     0.00182996          31.9255       0.319255        35.9609       0.359609
    5    0    2    3       259       0.5       0.189814     0.00189814          32.8848       0.328848        35.5375       0.355375
    5    0    2    3       266       0.5       0.196635     0.00196635           33.845        0.33845        35.1226       0.351226
    5    0    2    3       273       0.5       0.203466     0.00203466          34.8056       0.348056         34.716        0.34716
    5    0    2    3       280       0.5        0.21031      0.0021031          35.7664       0.357664        34.3174       0.343174
    5    0    2    3       287       0.5       0.217167     0.00217167          36.7273       0.367273        33.9266       0.339266
    5    0    2    3       294       0.5       0.224037     0.00224037          37.6887       0.376887        33.5435       0.335435
    5    0    2    3       301       0.5        0.23092      0.0023092          38.6508       0.386508        33.1677       0.331677
    5    0    2    3       308       0.5       0.237816     0.00237816          39.6137       0.396137        32.7991       0.327991
    5    0    2    3       315       0.5       0.244727     0.00244727          40.5774       0.405774        32.4376       0.324376
    5    0    2    3       322       0.5        0.25165      0.0025165          41.5419       0.415419        32.0829       0.320829
    5    0    2    3       329       0.5       0.258587     0.00258587          42.5072       0.425072        31.7349       0.317349
    5    0    2    3       336       0.5       0.265535     0.00265535          43.4734       0.434734        31.3934       0.313934
    5    0    2    3       343       0.5       0.272492     0.00272492          44.4404       0.444404        31.0583       0.310583
    5    0    2    3       350       0.5       0.279458     0.00279458          45.4083       0.454083        30.7295       0.307295
    5    0    2    3       357       0.5        0.28643      0.0028643          46.3772       0.463772        30.4067       0.304067
    5    0    2    3       364       0.5       0.293407     0.00293407          47.3469       0.473469        30.0899       0.300899
    5    0    2    3       371       0.5       0.300388     0.00300388          48.3175       0.483175        29.7789       0.297789
    5    0    2    3       378       0.5       0.307368     0.00307368          49.2891       0.492891        29.4737       0.294737
    5    0    2    3       385       0.5       0.314341     0.00314341          50.2616       0.502616        29.1739       0.291739
    5    0    2    3       392       0.5       0.321303     0.00321303           51.235        0.51235        28.8796       0.288796
    5    0    2    3       399       0.5       0.328246     0.00328246          52.2093       0.522093        28.5906       0.285906
    5    0    2    3       406       0.5       0.335166     0.00335166          53.1845       0.531845        28.3068       0.283068
    5    0    2    3       413       0.5       0.342057     0.00342057          54.1606       0.541606        28.0281       0.280281
    5    0    2    3       420       0.5       0.348914     0.00348914          55.1376       0.551376        27.7544       0.277544
    5    0    2    3       427       0.5       0.355739     0.00355739          56.1155       0.561155        27.4855       0.274855
    5    0    2    3       434       0.5       0.362545     0.00362545          57.0943       0.570943        27.2214       0.272214
    5    0    2    3       441       0.5       0.369341     0.00369341          58.0739       0.580739        26.9619       0.269619
    5    0    2    3       448       0.5       0.376139     0.00376139          59.0544       0.590544         26.707        0.26707
    5    0    2    3       455       0.5        0.38295      0.0038295          60.0358       0.600358        26.4565       0.264565
    5    0    2    3       462       0.5       0.389785     0.00389785          61.0181       0.610181        26.2104       0.262104
    5    0    2    3       469       0.5       0.396654     0.00396654          62.0011       0.620011        25.9685       0.259685
    5    0    2    3       476       0.5       0.403562     0.00403562           62.985        0.62985        25.7307       0.257307
    5    0    2    3       483       0.5         0.4105       0.004105          63.9697       0.639697        25.4971       0.254971
    5    0    2    3       490       0.5       0.417462     0.00417462          64.9552       0.649552        25.2674       0.252674
    5    0    2    3       497       0.5        0.42444      0.0042444          65.9415       0.659415        25.0416       0.250416
    5    0    2    3       504       0.5       0.431426     0.00431426          66.9286       0.669286        24.8196       0.248196
    5    0    2    3       511       0.5       0.438412     0.00438412          67.9166       0.679166        24.6013       0.246013
    5    0    2    3       518       0.5       0.445392     0.00445392          68.9053       0.689053        24.3867       0.243867
    5    0    2    3       525       0.5       0.452361     0.00452361          69.8947       0.698947        24.1756       0.241756
    5    0    2    3       532       0.5       0.459321     0.00459321           70.885        0.70885        23.9681       0.239681
    5    0    2    3       539       0.5       0.466275     0.00466275           71.876        0.71876        23.7639       0.237639
    5    0    2    3       546       0.5       0.473227     0.00473227          72.8677       0.728677        23.5631       0.235631
    5    0    2    3       553       0.5       0.480177     0.00480177          73.8602       0.738602        23.3655       0.233655
    5    0    2    3       560       0.5        0.48713      0.0048713          74.8535       0.748535        23.1711       0.231711
    5    0    2    3       567       0.5       0.494088     0.00494088          75.8475       0.758475        22.9799       0.229799
    5    0    2    3       574       0.5        0.50105      0.0050105          76.8423       0.768423        22.7917       0.227917
    5    0    2    3       581       0.5        0.50801      0.0050801          77.8378       0.778378        22.6065       0.226065
    5    0    2    3       588       0.5       0.514962     0.00514962          78.8341       0.788341        22.4242       0.224242
    5    0    2    3       595       0.5         0.5219       0.005219          79.8311       0.798311        22.2448       0.222448
    5    0    2    3       602       0.5       0.528817     0.00528817          80.8288       0.808288        22.0683       0.220683
    5    0    2    3       609       0.5       0.535707     0.00535707          81.8272       0.818272        21.8944       0.218944
    5    0    2    3       616       0.5       0.542564     0.00542564          82.8264       0.828264        21.7233       0.217233
    5    0    2    3       623       0.5       0.549386     0.00549386          83.8263       0.838263        21.5547       0.215547
    5    0    2    3       630       0.5       0.556184     0.00556184          84.8268       0.848268        21.3888       0.213888
    5    0    2    3       637       0.5       0.562968     0.00562968          85.8281       0.858281        21.2254       0.212254
    5    0    2    3       644       0.5        0.56975      0.0056975          86.8301       0.868301        21.0645       0.210645
    5    0    2    3       651       0.5       0.576541     0.00576541          87.8328       0.878328        20.9059       0.209059
    5    0    2    3       658       0.5       0.583353     0.00583353          88.8362       0.888362        20.7498       0.207498
    5    0    2    3       665       0.5       0.590196     0.00590196          89.8403       0.898403         20.596        0.20596
    5    0    2    3       672       0.5       0.597078     0.00597078          90.8451       0.908451        20.4444       0.204444
    5    0    2    3       679       0.5       0.603995     0.00603995          91.8506       0.918506        20.2951       0.202951
    5    0    2    3       686       0.5       0.610937     0.00610937          92.8568       0.928568        20.1479       0.201479
    5    0    2    3       693       0.5       0.617897     0.00617897          93.8637       0.938637        20.0029       0.200029
    5    0    2    3       700       0.5       0.624866     0.00624866          94.8713       0.948713          19.86         0.1986
    5    0    2    3       707       0.5       0.631837     0.00631837          95.8796       0.958796        19.7192       0.197192
    5    0    2    3       714       0.5       0.638801     0.00638801          96.8886       0.968886        19.5803       0.195803
    5    0    2    3       721       0.5       0.645752     0.00645752          97.8984       0.978984        19.4434       0.194434
    5    0    2    3       728       0.5       0.652693     0.00652693          98.9088       0.989088        19.3085       0.193085
    5    0    2    3       735       0.5       0.659627     0.00659627          99.9199       0.999199        19.1755       0.191755
    5    0    2    3       742       0.5       0.666561     0.00666561          100.932        1.00932        19.0443       0.190443
    5    0    2    3       749       0.5       0.673498     0.00673498          101.944        1.01944        18.9149       0.189149
    5    0    2    3       756       0.5       0.680444     0.00680444          102.957        1.02957        18.7873       0.187873
    5    0    2    3       763       0.5       0.687403     0.00687403          103.971        1.03971        18.6615       0.186615
    5    0    2    3       770       0.5       0.694378     0.00694378          104.986        1.04986        18.5374       0.185374
    5    0    2    3       777       0.5       0.701363     0.00701363          106.001        1.06001        18.4149       0.184149
    5    0    2    3       784       0.5       0.708349     0.00708349          107.017        1.07017        18.2941       0.182941
    5    0    2    3       791       0.5       0.715326     0.00715326          108.034        1.08034         18.175        0.18175
    5    0    2    3       798       0.5       0.722286     0.00722286          109.051        1.09051        18.0574       0.180574
    5    0    2    3       805       0.5       0.729219     0.00729219           110.07         1.1007        17.9414       0.179414
    5    0    2    3       812       0.5       0.736116     0.00736116          111.089        1.11089        17.8269       0.178269
    5    0    2    3       819       0.5       0.742971     0.00742971          112.108        1.12108        17.7139       0.177139
    5    0    2    3       826       0.5       0.749789     0.00749789          113.129        1.13129        17.6024       0.176024
    5    0    2    3       833       0.5       0.756584     0.00756584           114.15         1.1415        17.4923       0.174923
    5    0    2    3       840       0.5       0.763365     0.00763365          115.171        1.15171        17.3837       0.173837
    5    0    2    3       847       0.5       0.770147     0.00770147          116.194        1.16194        17.2764       0.172764
    5    0    2    3       854       0.5       0.776939     0.00776939          117.217        1.17217        17.1705       0.171705
    5    0    2    3       861       0.5       0.783754     0.00783754          118.241        1.18241        17.0659       0.170659
    5    0    2    3       868       0.5       0.790603     0.00790603          119.266        1.19266        16.9627       0.169627
    5    0    2    3       875       0.5       0.797486     0.00797486          120.291        1.20291        16.8607       0.168607
    5    0    2    3       882       0.5       0.804397     0.00804397          121.318        1.21318          16.76         0.1676
    5    0    2    3       889       0.5       0.811332     0.00811332          122.345        1.22345        16.6606       0.166606
    5    0    2    3       896       0.5       0.818283     0.00818283          123.372        1.23372        16.5624       0.165624
    5    0    2    3       903       0.5       0.825246     0.00825246          124.401        1.24401        16.4654       0.164654
    5    0    2    3       910       0.5       0.832213     0.00832213           125.43         1.2543        16.3696       0.163696
    5    0    2    3       917       0.5        0.83918      0.0083918           126.46         1.2646        16.2749       0.162749
    5    0    2    3       924       0.5       0.846145     0.00846145           127.49         1.2749        16.1814       0.161814
    5    0    2    3       931       0.5       0.853109     0.00853109          128.522        1.28522         16.089        0.16089
    5    0    2    3       938       0.5       0.860076     0.00860076          129.554        1.29554        15.9976       0.159976
    5    0    2    3       945       0.5       0.867046     0.00867046          130.587        1.30587        15.9074       0.159074
    5    0    2    3       952       0.5       0.874021     0.00874021          131.621        1.31621        15.8182       0.158182
    5    0    2    3       959       0.5       0.881004     0.00881004          132.655        1.32655        15.7301       0.157301
    5    0    2    3       966       0.5       0.887997     0.00887997           133.69         1.3369         15.643        0.15643
    5    0    2    3       973       0.5       0.894995     0.00894995          134.727        1.34727        15.5569       0.155569
    5    0    2    3       980       0.5       0.901993     0.00901993          135.763        1.35763        15.4718       0.154718
    5    0    2    3       987       0.5       0.908984     0.00908984          136.801        1.36801        15.3877       0.153877
    5    0    2    3       994       0.5        0.91596      0.0091596          137.839        1.37839        15.3046       0.153046
    5    0    2    3      1001       0.5       0.922916     0.00922916          138.878        1.38878        15.2223       0.152223
    5    0    2    3      1008       0.5       0.929844     0.00929844          139.918        1.39918         15.141        0.15141
    5    0    2    3      1015       0.5       0.936738     0.00936738          140.959        1.40959        15.0607       0.150607
    5    0    2    3      1022       0.5       0.943601     0.00943601              142           1.42        14.9812       0.149812
    5    0    2    3      1029       0.5       0.950445     0.00950445          143.043        1.43043        14.9026       0.149026
    5    0    2    3      1036       0.5       0.957281     0.00957281          144.086        1.44086        14.8248       0.148248
    5    0    2    3      1043       0.5       0.964119     0.00964119           145.13         1.4513         14.748        0.14748
    5    0    2    3      1050       0.5       0.970973     0.00970973          146.174        1.46174        14.6719       0.146719
    5    0    2    3      1057       0.5       0.977854     0.00977854           147.22         1.4722        14.5967       0.145967
    5    0    2    3      1064       0.5       0.984773     0.00984773          148.266        1.48266        14.5223       0.145223
    5    0    2    3      1071       0.5       0.991733     0.00991733          149.313        1.49313        14.4487       0.144487
    5    0    2    3      1078       0.5        0.99873      0.0099873          150.361        1.50361        14.3759       0.143759
    5    0    2    3      1085       0.5        1.00576      0.0100576           151.41         1.5141        14.3039       0.143039
    5    0    2    3      1092       0.5        1.01281      0.0101281           152.46         1.5246        14.2326       0.142326
    5    0    2    3      1099       0.5        1.01987      0.0101987           153.51         1.5351         14.162        0.14162
    5    0    2    3      1106       0.5        1.02695      0.0102695          154.562        1.54562        14.0923       0.140923
    5    0    2    3      1113       0.5        1.03404      0.0103404          155.614        1.55614        14.0232       0.140232
    5    0    2    3      1120       0.5        1.04112      0.0104112          156.667        1.56667        13.9549       0.139549
    5    0    2    3      1127       0.5        1.04821      0.0104821          157.721        1.57721        13.8872       0.138872
    5    0    2    3      1134       0.5         1.0553       0.010553          158.776        1.58776        13.8203       0.138203
    5    0    2    3      1141       0.5        1.06241      0.0106241          159.831        1.59831         13.754        0.13754
    5    0    2    3      1148       0.5        1.06952      0.0106952          160.888        1.60888        13.6884       0.136884
    5    0    2    3      1155       0.5        1.07664      0.0107664          161.945        1.61945        13.6235       0.136235
    5    0    2    3      1162       0.5        1.08377      0.0108377          163.003        1.63003        13.5592       0.135592
    5    0    2    3      1169       0.5        1.09092      0.0109092          164.062        1.64062        13.4956       0.134956
    5    0    2    3      1176       0.5        1.09806      0.0109806          165.122        1.65122        13.4326       0.134326
    5    0    2    3      1183       0.5        1.10521      0.0110521          166.183        1.66183        13.3703       0.133703
    5    0    2    3      1190       0.5        1.11235      0.0111235          167.245        1.67245        13.3085       0.133085
    5    0    2    3      1197       0.5        1.11947      0.0111947          168.307        1.68307        13.2474       0.132474
    5    0    2    3      1204       0.5        1.12657      0.0112657          169.371        1.69371        13.1868       0.131868
    5    0    2    3      1211       0.5        1.13365      0.0113365          170.435        1.70435        13.1268       0.131268
    5    0    2    3      1218       0.5         1.1407       0.011407            171.5          1.715        13.0675       0.130675
    5    0    2    3      1225       0.5        1.14774      0.0114774          172.566        1.72566        13.0087       0.130087
    5    0    2    3      1232       0.5        1.15479      0.0115479          173.633        1.73633        12.9504       0.129504
    5    0    2    3      1239       0.5        1.16185      0.0116185          174.701        1.74701        12.8927       0.128927
    5    0    2    3      1246       0.5        1.16893      0.0116893           175.77         1.7577        12.8356       0.128356
    5    0    2    3      1253       0.5        1.17606      0.0117606           176.84         1.7684         12.779        0.12779
    5    0    2    3      1260       0.5        1.18323      0.0118323           177.91         1.7791        12.7229       0.127229
    5    0    2    3      1267       0.5        1.19045      0.0119045          178.982        1.78982        12.6674       0.126674
    5    0    2    3      1274       0.5        1.19772      0.0119772          180.054        1.80054        12.6124       0.126124
    5    0    2    3      1281       0.5        1.20502      0.0120502          181.128        1.81128        12.5578       0.125578
    5    0    2    3      1288       0.5        1.21236      0.0121236          182.202        1.82202        12.5038       0.125038
    5    0    2    3      1295       0.5        1.21972      0.0121972          183.277        1.83277        12.4503       0.124503
    5    0    2    3      1302       0.5        1.22711      0.0122711          184.353        1.84353        12.3973       0.123973
    5    0    2    3      1309       0.5         1.2345       0.012345           185.43         1.8543        12.3447       0.123447
    5    0    2    3      1316       0.5         1.2419       0.012419          186.508        1.86508        12.2927       0.122927
    5    0    2    3      1323       0.5         1.2493       0.012493          187.587        1.87587        12.2411       0.122411
    5    0    2    3      1330       0.5        1.25669      0.0125669          188.667        1.88667        12.1899       0.121899
    5    0    2    3      1337       0.5        1.26406      0.0126406          189.748        1.89748        12.1393       0.121393
    5    0    2    3      1344       0.5         1.2714       0.012714           190.83         1.9083         12.089        0.12089
    5    0    2    3      1351       0.5        1.27871      0.0127871          191.913        1.91913        12.0393       0.120393
    5    0    2    3      1358       0.5        1.28598      0.0128598          192.997        1.92997        11.9899       0.119899
    5    0    2    3      1365       0.5        1.29323      0.0129323          194.081        1.94081         11.941        0.11941
    5    0    2    3      1372       0.5        1.30047      0.0130047          195.167        1.95167        11.8925       0.118925
    5    0    2    3      1379       0.5        1.30774      0.0130774          196.254        1.96254        11.8445       0.118445
    5    0    2    3      1386       0.5        1.31503      0.0131503          197.341        1.97341        11.7968       0.117968
    5    0    2    3      1393       0.5        1.32236      0.0132236           198.43         1.9843        11.7496       0.117496
    5    0    2    3      1400       0.5        1.32977      0.0132977           199.52         1.9952        11.7027       0.117027
    5    0    2    3      1407       0.5        1.33723      0.0133723           200.61         2.0061        11.6563       0.116563
    5    0    2    3      1414       0.5        1.34474      0.0134474          201.702        2.01702        11.6103       0.116103
    5    0    2    3      1421       0.5         1.3523       0.013523          202.794        2.02794        11.5646       0.115646
    5    0    2    3      1428       0.5        1.35988      0.0135988          203.888        2.03888        11.5194       0.115194
    5    0    2    3      1435       0.5        1.36748      0.0136748          204.983        2.04983        11.4745       0.114745
    5    0    2    3      1442       0.5        1.37509      0.0137509          206.078        2.06078          11.43         0.1143
    5    0    2    3      1449       0.5        1.38269      0.0138269          207.175        2.07175        11.3859       0.113859
    5    0    2    3      1456       0.5        1.39029      0.0139029          208.273        2.08273        11.3421       0.113421
    5    0    2    3      1463       0.5        1.39788      0.0139788          209.371        2.09371        11.2987       0.112987
    5    0    2    3      1470       0.5        1.40545      0.0140545          210.471        2.10471        11.2556       0.112556
    5    0    2    3      1477       0.5          1.413        0.01413          211.571        2.11571        11.2129       0.112129
    5    0    2    3      1484       0.5        1.42053      0.0142053          212.673        2.12673        11.1706       0.111706
    5    0    2    3      1491       0.5        1.42804      0.0142804          213.776        2.13776        11.1286       0.111286
    5    0    2    3      1498       0.5        1.43552      0.0143552           214.88         2.1488        11.0869       0.110869
    5    0    2    3      1505       0.5        1.44299      0.0144299          215.984        2.15984        11.0456       0.110456
    5    0    2    3      1512       0.5        1.45046      0.0145046           217.09         2.1709        11.0046       0.110046
    5    0    2    3      1519       0.5        1.45794      0.0145794          218.197        2.18197        10.9639       0.109639
    5    0    2    3      1526       0.5        1.46544      0.0146544          219.305        2.19305        10.9236       0.109236
    5    0    2    3      1533       0.5        1.47297      0.0147297          220.414        2.20414        10.8836       0.108836
    5    0    2    3      1540       0.5        1.48054      0.0148054          221.524        2.21524        10.8438       0.108438
    5    0    2    3      1547       0.5        1.48814      0.0148814          222.635        2.22635        10.8044       0.108044
    5    0    2    3      1554       0.5        1.49577      0.0149577          223.747        2.23747        10.7654       0.107654
    5    0    2    3      1561       0.5        1.50345      0.0150345          224.861        2.24861        10.7266       0.107266
    5    0    2    3      1568       0.5        1.51115      0.0151115          225.975        2.25975        10.6881       0.106881
    5    0    2    3      1575       0.5        1.51889      0.0151889           227.09         2.2709        10.6499       0.106499
    5    0    2    3      1582       0.5        1.52666      0.0152666          228.206        2.28206         10.612        0.10612
    5    0    2    3      1589       0.5        1.53445      0.0153445          229.324        2.29324        10.5744       0.105744
    5    0    2    3      1596       0.5        1.54225      0.0154225          230.443        2.30443        10.5371       0.105371
    5    0    2    3      1603       0.5        1.55003      0.0155003          231.562        2.31562           10.5          0.105
    5    0    2    3      1610       0.5        1.55779      0.0155779          232.683        2.32683        10.4633       0.104633
    5    0    2    3      1617       0.5        1.56551      0.0156551          233.805        2.33805        10.4268       0.104268
    5    0    2    3      1624       0.5        1.57316      0.0157316          234.928        2.34928        10.3906       0.103906
    5    0    2    3      1631       0.5        1.58077      0.0158077          236.052        2.36052        10.3547       0.103547
    5    0    2    3      1638       0.5        1.58833      0.0158833          237.177        2.37177         10.319        0.10319
