 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    5         0      0.0199709    0.000199709        6.03179      0.0603179
    5         0      0.0712965    0.000712965        16.2465       0.162465
    5         0       0.130789     0.00130789        26.3445       0.263445
    5         0       0.199561     0.00199561        36.8278       0.368278
    5         0       0.268515     0.00268515          46.67         0.4667
    5         0       0.343039     0.00343039        56.8592       0.568592
    5         0       0.416467     0.00416467        66.8209       0.668209
    5         0       0.491105     0.00491105        76.5432       0.765432
    5         0        0.56975      0.0056975        86.7491       0.867491
    5         0       0.648728     0.00648728        96.8026       0.968026
    5         0       0.728231     0.00728231        106.724        1.06724
    5         0       0.806377     0.00806377        116.525        1.16525
    5         0       0.890996     0.00890996        126.821        1.26821
    5         0       0.969993     0.00969993         136.41         1.3641
    5         0         1.0553       0.010553        146.502        1.46502
    5         0        1.14171      0.0114171        156.502        1.56502
    5         0        1.22922      0.0122922        166.421        1.66421
    5         0        1.32342      0.0132342        176.844        1.76844
    5         0        1.41516      0.0141516        186.619        1.86619
    5         0        1.51226      0.0151226        196.906        1.96906
    5         0        1.60561      0.0160561        206.567        2.06567
